127.0.0.1 - - [16/Apr/2025:09:09:02 +0900] "GET / HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [16/Apr/2025:09:45:59 +0900] "GET /bookstore/resources/images/covers/cover5.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2025:09:46:01 +0900] "GET /bookstore/book/detail.jsp?bno=100003 HTTP/1.1" 200 9850
0:0:0:0:0:0:0:1 - - [16/Apr/2025:09:46:02 +0900] "GET /bookstore/book/cart-add.jsp?bno=100003 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Apr/2025:09:46:02 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 11399
0:0:0:0:0:0:0:1 - - [16/Apr/2025:09:46:06 +0900] "GET /bookstore/book/detail.jsp?bno=100014 HTTP/1.1" 200 9546
0:0:0:0:0:0:0:1 - - [16/Apr/2025:09:46:06 +0900] "GET /bookstore/book/cart-add.jsp?bno=100014 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Apr/2025:09:46:06 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 13051
0:0:0:0:0:0:0:1 - - [16/Apr/2025:09:46:13 +0900] "GET /bookstore/book/cart-clear.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Apr/2025:09:46:13 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 8179
0:0:0:0:0:0:0:1 - - [16/Apr/2025:11:15:27 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 8520
0:0:0:0:0:0:0:1 - - [16/Apr/2025:11:15:35 +0900] "POST /bookstore/login.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Apr/2025:11:15:35 +0900] "GET /bookstore/index.jsp HTTP/1.1" 200 14201
0:0:0:0:0:0:0:1 - - [16/Apr/2025:11:15:38 +0900] "GET /bookstore/book/list.jsp HTTP/1.1" 200 15830
0:0:0:0:0:0:0:1 - - [16/Apr/2025:11:15:43 +0900] "GET /bookstore/book/detail.jsp?bno=100003 HTTP/1.1" 200 9850
0:0:0:0:0:0:0:1 - - [16/Apr/2025:11:15:45 +0900] "GET /bookstore/book/cart-add.jsp?bno=100003 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Apr/2025:11:15:45 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 10462
0:0:0:0:0:0:0:1 - - [16/Apr/2025:11:15:48 +0900] "GET /bookstore/book/detail.jsp?bno=100015 HTTP/1.1" 200 9761
0:0:0:0:0:0:0:1 - - [16/Apr/2025:11:15:49 +0900] "GET /bookstore/book/cart-add.jsp?bno=100015 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Apr/2025:11:15:49 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 12294
0:0:0:0:0:0:0:1 - - [16/Apr/2025:11:15:53 +0900] "GET /bookstore/book/cart-delete.jsp?ino=10006 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Apr/2025:11:15:53 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 10499
0:0:0:0:0:0:0:1 - - [16/Apr/2025:11:15:55 +0900] "GET /bookstore/book/cart-delete.jsp?ino=10007 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Apr/2025:11:15:55 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 8798
0:0:0:0:0:0:0:1 - - [16/Apr/2025:11:16:00 +0900] "GET /bookstore/book/list.jsp HTTP/1.1" 200 15830
0:0:0:0:0:0:0:1 - - [16/Apr/2025:11:16:06 +0900] "GET /bookstore/book/detail.jsp?bno=100003 HTTP/1.1" 200 9850
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:12:37 +0900] "GET /bookstore/index.jsp HTTP/1.1" 200 13923
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:12:37 +0900] "GET /bookstore/resources/css/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:12:44 +0900] "POST /bookstore/login.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:12:44 +0900] "GET /bookstore/index.jsp HTTP/1.1" 200 14201
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:12:47 +0900] "GET /bookstore/book/list.jsp HTTP/1.1" 200 15830
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:12:48 +0900] "GET /bookstore/book/detail.jsp?bno=100003 HTTP/1.1" 200 9850
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:12:50 +0900] "GET /bookstore/book/cart-add.jsp?bno=100003 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:12:50 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 10462
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:12:53 +0900] "GET /bookstore/book/detail.jsp?bno=100015 HTTP/1.1" 200 9761
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:12:53 +0900] "GET /bookstore/book/cart-add.jsp?bno=100015 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:12:53 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 12294
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:12:58 +0900] "GET /bookstore/book/detail.jsp?bno=100014 HTTP/1.1" 200 9546
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:12:59 +0900] "GET /bookstore/book/cart-add.jsp?bno=100014 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:12:59 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 14094
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:13:02 +0900] "GET /bookstore/book/detail.jsp?bno=100005 HTTP/1.1" 200 9573
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:13:03 +0900] "GET /bookstore/book/cart-add.jsp?bno=100005 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:13:03 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 15875
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:13:06 +0900] "GET /bookstore/book/list.jsp?page=1&catNo=&sort=newest HTTP/1.1" 200 15830
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:13:08 +0900] "GET /bookstore/book/list.jsp?page=2&catNo=&sort=newest HTTP/1.1" 200 15525
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:13:08 +0900] "GET /bookstore/resources/images/covers/cover19.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:13:08 +0900] "GET /bookstore/resources/images/covers/cover8.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:13:08 +0900] "GET /bookstore/resources/images/covers/cover7.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:13:15 +0900] "GET /bookstore/book/detail.jsp?bno=100019 HTTP/1.1" 200 18427
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:13:15 +0900] "GET /bookstore/book/cart-add.jsp?bno=100019 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:13:16 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 17717
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:13:22 +0900] "GET /bookstore/book/cart-delete.jsp?ino=10008 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:13:22 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 15915
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:13:27 +0900] "GET /bookstore/book/cart-delete.jsp?ino=10009&ino=10010 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:13:27 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 12281
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:13:33 +0900] "GET /bookstore/book/detail.jsp?bno=100007 HTTP/1.1" 200 9607
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:13:34 +0900] "GET /bookstore/book/cart-add.jsp?bno=100007 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:13:34 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 14051
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:13:39 +0900] "GET /bookstore/book/cart-delete.jsp?ino=10011&ino=10012&ino=10013 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:13:40 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 8798
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:22:27 +0900] "GET /bookstore/book/list.jsp HTTP/1.1" 200 15830
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:22:31 +0900] "GET /bookstore/book/list.jsp?page=2&catNo=&sort=newest HTTP/1.1" 200 15525
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:22:35 +0900] "GET /bookstore/book/list.jsp?page=3&catNo=&sort=newest HTTP/1.1" 200 15678
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:22:35 +0900] "GET /bookstore/resources/images/covers/cover11.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:22:35 +0900] "GET /bookstore/resources/images/covers/cover10.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:22:35 +0900] "GET /bookstore/resources/images/covers/cover17.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:22:35 +0900] "GET /bookstore/resources/images/covers/cover12.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:22:38 +0900] "GET /bookstore/book/detail.jsp?bno=100011 HTTP/1.1" 200 9772
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:22:39 +0900] "GET /bookstore/book/cart-add.jsp?bno=100011 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:22:39 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 10481
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:22:42 +0900] "GET /bookstore/book/detail.jsp?bno=100010 HTTP/1.1" 200 9478
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:22:42 +0900] "GET /bookstore/book/cart-add.jsp?bno=100010 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:22:42 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 12268
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:22:45 +0900] "GET /bookstore/book/detail.jsp?bno=100017 HTTP/1.1" 200 9714
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:22:45 +0900] "GET /bookstore/book/cart-add.jsp?bno=100017 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:22:45 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 14085
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:22:50 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 14085
0:0:0:0:0:0:0:1 - - [16/Apr/2025:12:47:53 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 14276
0:0:0:0:0:0:0:1 - - [16/Apr/2025:14:16:29 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 8711
0:0:0:0:0:0:0:1 - - [16/Apr/2025:14:16:38 +0900] "POST /bookstore/login.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Apr/2025:14:16:38 +0900] "GET /bookstore/index.jsp HTTP/1.1" 200 14201
0:0:0:0:0:0:0:1 - - [16/Apr/2025:14:16:45 +0900] "GET /bookstore/user/my-page.jsp HTTP/1.1" 404 813
0:0:0:0:0:0:0:1 - - [16/Apr/2025:14:16:49 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 14276
0:0:0:0:0:0:0:1 - - [16/Apr/2025:14:17:19 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 14599
0:0:0:0:0:0:0:1 - - [16/Apr/2025:14:17:19 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 14599
0:0:0:0:0:0:0:1 - - [16/Apr/2025:14:22:15 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 15022
0:0:0:0:0:0:0:1 - - [16/Apr/2025:14:22:16 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 15022
0:0:0:0:0:0:0:1 - - [16/Apr/2025:14:22:44 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 15022
0:0:0:0:0:0:0:1 - - [16/Apr/2025:14:23:52 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 15014
0:0:0:0:0:0:0:1 - - [16/Apr/2025:14:27:11 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 15145
0:0:0:0:0:0:0:1 - - [16/Apr/2025:14:27:12 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 15145
0:0:0:0:0:0:0:1 - - [16/Apr/2025:14:28:08 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 15137
0:0:0:0:0:0:0:1 - - [16/Apr/2025:14:45:19 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 15726
0:0:0:0:0:0:0:1 - - [16/Apr/2025:14:46:07 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 15727
0:0:0:0:0:0:0:1 - - [16/Apr/2025:14:46:40 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 15728
0:0:0:0:0:0:0:1 - - [16/Apr/2025:14:47:23 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 15738
0:0:0:0:0:0:0:1 - - [16/Apr/2025:14:47:24 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 15738
0:0:0:0:0:0:0:1 - - [16/Apr/2025:14:47:24 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 15738
0:0:0:0:0:0:0:1 - - [16/Apr/2025:14:48:19 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 15738
0:0:0:0:0:0:0:1 - - [16/Apr/2025:14:48:20 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 15738
0:0:0:0:0:0:0:1 - - [16/Apr/2025:14:50:32 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 15890
0:0:0:0:0:0:0:1 - - [16/Apr/2025:14:50:33 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 15890
0:0:0:0:0:0:0:1 - - [16/Apr/2025:14:50:58 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 15921
0:0:0:0:0:0:0:1 - - [16/Apr/2025:14:50:58 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 15921
0:0:0:0:0:0:0:1 - - [16/Apr/2025:14:51:52 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 15931
0:0:0:0:0:0:0:1 - - [16/Apr/2025:14:51:53 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 15931
0:0:0:0:0:0:0:1 - - [16/Apr/2025:15:17:07 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 16476
0:0:0:0:0:0:0:1 - - [16/Apr/2025:15:17:07 +0900] "GET /bookstore/resources/css/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2025:15:17:08 +0900] "GET /bookstore/book/bestseller.jsp HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [16/Apr/2025:15:17:11 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 16476
0:0:0:0:0:0:0:1 - - [16/Apr/2025:15:19:11 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 16476
0:0:0:0:0:0:0:1 - - [16/Apr/2025:15:19:12 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 16476
0:0:0:0:0:0:0:1 - - [16/Apr/2025:15:30:57 +0900] "GET /bookstore/book/cart-list.jsp HTTP/1.1" 200 16476
0:0:0:0:0:0:0:1 - - [16/Apr/2025:15:31:15 +0900] "GET /bookstore/order/form.jsp HTTP/1.1" 200 22033
0:0:0:0:0:0:0:1 - - [16/Apr/2025:15:31:15 +0900] "GET /bookstore/order/resources/css/styles.css HTTP/1.1" 404 864
